id,ego_x,ego_y,ego_vx,ego_vy
0,-104.74813552856446,-95.75121643066407,0.4669876992702484,4.367319107055664
0,-104.70093246459962,-95.31176330566407,0.4904758036136627,4.503642559051514
0,-104.65135665893555,-94.85868408203126,0.5152141451835632,4.639810085296631
0,-104.5992936706543,-94.3919940185547,0.5410301685333252,4.775837421417236
0,-104.54463287353516,-93.91169311523439,0.567858099937439,4.911725044250488
0,-104.48728271484376,-93.41781188964845,0.5955609679222107,5.047487735748291
0,-104.42715545654298,-92.91035034179689,0.6240136027336121,5.183136463165283
0,-104.36417480468751,-92.38932373046876,0.6530413031578064,5.318690299987793
0,-104.29829498291016,-91.85474731445314,0.6824409365653992,5.454174518585205
0,-104.22947402954102,-91.30663635253907,0.7121239304542542,5.589598178863525
0,-104.15768905639649,-90.74497558593751,0.7418918609619141,5.7249860763549805
0,-104.08293243408204,-90.16978027343751,0.7716319561004639,5.860353946685791
0,-104.00529190063477,-89.58166076660157,0.7976770997047424,5.969370365142822
0,-103.92515274047852,-88.98334838867189,0.8186618685722351,6.0445098876953125
0,-103.84300704956055,-88.37800170898439,0.83515864610672,6.093782901763916
0,-103.75929351806641,-87.76819946289064,0.8474905490875244,6.120270729064941
0,-103.67441268920899,-87.15609313964845,0.8563256859779358,6.128395080566406
0,-103.5887956237793,-86.54415466308595,0.8580686450004578,6.091434955596924
0,-103.50299545288087,-85.93574096679689,0.859013020992279,6.054579257965088
0,-103.41710754394532,-85.33100463867189,0.8592378497123718,6.017819404602051
0,-103.33136459350587,-84.72993041992189,0.854069173336029,5.981831073760986
0,-103.24606796264649,-84.13245727539064,0.8498559594154358,5.945703983306885
0,-103.16138931274415,-83.53856994628907,0.8392795920372009,5.9104743003845215
0,-103.07764526367188,-82.94823791503907,0.8312053084373474,5.8748860359191895
0,-102.9946794128418,-82.36048461914064,0.8254308700561523,5.879209518432617
0,-102.91233917236329,-81.77343322753907,0.8164160251617432,5.843750953674316
0,-102.83080764770509,-81.18847229003907,0.8116005063056946,5.862121105194092
0,-102.74975296020509,-80.60218383789064,0.8066697120666504,5.868301868438721
0,-102.6692399597168,-80.01505615234376,0.8005412817001343,5.881694793701172
0,-102.58929153442384,-79.42661621093751,0.7953484058380127,5.89477014541626
0,-102.50990386962891,-78.83684875488282,0.7889407873153687,5.90888786315918
0,-102.43114562988282,-78.24569274902345,0.7826607823371887,5.922488212585449
0,-102.35302825927735,-77.65319396972657,0.7757689952850342,5.935157775878906
0,-102.27561279296876,-77.0594744873047,0.7682629823684692,5.946234226226807
0,-102.19894119262696,-76.46467163085939,0.7605879902839661,5.95517110824585
0,-102.12306304931641,-75.86902954101564,0.7519274353981018,5.962414264678955
0,-102.0480355834961,-75.27270080566407,0.7435230016708374,5.967137813568115
0,-101.97389312744141,-74.6759295654297,0.7338759899139404,5.970314979553223
0,-101.90067764282227,-74.07886840820314,0.7250189185142517,5.97178840637207
0,-101.82850357055665,-73.48253967285157,0.7103930711746216,5.936914920806885
0,-101.75757690429688,-72.88836242675782,0.7031121850013733,5.95168924331665
